yyyy;mm;dd;date;uvief;uvdef;uvdvf;uvddf;ozone
1984;7;20;1984-07-20;11129.82367;5212.76585;10230.68678;3307.59924;2552.67186
1984;7;21;1984-07-21;10912.27859;5115.15105;10001.98661;3195.92764;2595.94586
1984;7;22;1984-07-22;11251.39496;5268.72556;10354.09033;3358.43270;2548.14360
1984;7;23;1984-07-23;11093.72494;5198.77328;10187.53390;3275.59136;2581.69452
1984;7;24;1984-07-24;11155.04420;5227.45631;10249.86051;3301.22493;2579.88640
1984;7;25;1984-07-25;11068.81074;5189.39006;10157.58025;3254.11187;2602.82492
1984;7;26;1984-07-26;11026.82846;5171.79297;10111.65477;3228.61307;2617.80960
1984;7;27;1984-07-27;11178.68942;5240.82041;10268.50573;3297.54222;2601.81694
1984;7;28;1984-07-28;11690.26559;5473.07201;10800.96829;3546.77851;2530.00266
1984;7;29;1984-07-29;11746.99862;5499.91012;10858.65453;3569.61396;2530.03946
1984;7;30;1984-07-30;11674.36339;5467.63532;10781.06610;3527.29502;2549.88640
1984;7;31;1984-07-31;11678.87986;5471.36515;10783.58991;3524.07900;2557.98000
1984;8;1;1984-08-01;11596.01572;5435.35953;10694.68163;3477.06806;2579.95000
1984;8;2;1984-08-02;11476.72788;5382.75370;10567.52622;3412.44222;2607.90640
1984;8;3;1984-08-03;11598.17778;5438.54619;10692.88518;3467.14377;2597.98000
1984;8;4;1984-08-04;11771.40256;5517.62416;10872.06581;3547.22909;2580.90320
1984;8;5;1984-08-05;11898.35656;5576.54362;11003.00981;3605.18003;2570.89906
1984;8;6;1984-08-06;11832.02022;5547.49948;10930.72762;3566.03495;2590.00000
1984;8;7;1984-08-07;11685.01354;5483.31000;10774.82187;3487.00321;2622.71600
1984;8;8;1984-08-08;11634.11295;5460.98037;10718.97542;3455.62412;2639.91054
1984;8;9;1984-08-09;11633.13246;5462.41625;10715.99493;3449.10415;2649.71866
1984;8;10;1984-08-10;11949.28730;5605.63434;11045.03617;3600.20598;2610.00000
1984;8;11;1984-08-11;12063.40570;5658.57994;11162.26817;3651.20838;2602.67186
1984;8;12;1984-08-12;12698.25920;5946.61764;11826.85299;3968.03419;2520.01000
1984;8;13;1984-08-13;12422.54122;5824.13564;11535.29010;3820.69461;2567.90640
1984;8;14;1984-08-14;12388.48355;5809.66801;11497.34336;3797.14605;2582.71600
1984;8;15;1984-08-15;12263.23197;5755.01281;11363.99819;3727.53967;2609.90586
1984;8;16;1984-08-16;11984.59296;5630.16858;11068.51224;3580.80170;2662.54826
1984;8;17;1984-08-17;12189.49953;5724.60112;11282.21692;3677.17744;2640.75546
1984;8;18;1984-08-18;12446.08336;5841.99632;11548.89638;3799.46435;2611.92586
1984;8;19;1984-08-19;12457.58501;5848.70300;11558.44015;3798.22050;2619.79280
1984;8;20;1984-08-20;12574.03784;5902.87394;11678.85617;3850.50238;2612.71600
1984;8;21;1984-08-21;12104.12752;5691.92011;11183.04679;3608.49441;2692.71600
1984;8;22;1984-08-22;12295.99977;5779.93011;11381.97851;3697.46026;2672.71600
1984;8;23;1984-08-23;12439.35077;5846.21522;11530.26004;3763.53615;2660.00000
1984;8;24;1984-08-24;12758.97750;5992.47445;11864.74435;3917.89897;2622.87906
1984;8;25;1984-08-25;12909.43576;6062.20990;12020.30355;3988.57763;2610.00000
1984;8;26;1984-08-26;13098.64183;6149.68993;12218.40134;4079.20540;2592.80546
1984;8;27;1984-08-27;12683.65369;5963.73633;11779.53414;3861.16351;2659.91054
1984;8;28;1984-08-28;12605.83497;5929.45998;11695.70542;3815.78888;2680.00000
1984;8;29;1984-08-29;12625.40695;5940.25363;11714.27740;3819.57253;2686.06946
1984;8;30;1984-08-30;12802.60201;6021.79069;11899.48512;3903.12225;2667.92586
1984;8;31;1984-08-31;12971.27615;6100.12909;12075.10246;3982.46065;2652.09360
1984;9;1;1984-09-01;13347.00898;6271.58937;12468.77114;4168.79999;2608.28400
1984;9;2;1984-09-02;12943.47854;6090.68114;12043.26336;3957.01536;2671.92852
1984;9;3;1984-09-03;13134.37774;6179.05554;12243.26350;4048.49602;2652.82960
1984;9;4;1984-09-04;13500.27510;6346.16196;12627.05993;4231.28962;2609.19720
1984;9;5;1984-09-05;13546.98172;6368.42507;12674.88281;4249.72578;2610.80960
1984;9;6;1984-09-06;13379.97629;6294.53096;12497.81791;4157.71807;2640.08626
1984;9;7;1984-09-07;13340.54826;6278.26882;12454.54029;4132.50804;2652.82960
1984;9;8;1984-09-08;13121.11759;6180.10661;12222.05547;4015.24489;2689.94586
1984;9;9;1984-09-09;13150.01373;6195.40327;12251.96427;4024.74609;2692.82960
1984;9;10;1984-09-10;13279.69781;6255.73663;12387.70515;4086.08946;2680.75546
1984;9;11;1984-09-11;13184.19461;6214.09597;12287.08835;4033.28372;2700.00000
1984;9;12;1984-09-12;13116.88979;6184.96963;12214.83768;3995.11057;2716.03946
1984;9;13;1984-09-13;13407.70497;6318.46108;12520.60137;4138.49374;2680.26134
1984;9;14;1984-09-14;13288.60356;6266.69951;12394.56208;4072.99617;2702.82960
1984;9;15;1984-09-15;13614.84730;6415.85951;12738.78168;4236.07523;2662.83374
1984;9;16;1984-09-16;13508.16384;6368.58325;12626.07556;4177.73483;2681.93054
1984;9;17;1984-09-17;13555.46309;6391.31542;12675.37481;4198.36871;2680.00000
1984;9;18;1984-09-18;13367.11905;6307.59293;12477.12905;4098.80130;2710.85492
1984;9;19;1984-09-19;13243.72286;6253.36276;12345.80498;4032.64059;2732.87906
1984;9;20;1984-09-20;13447.44025;6347.25118;12561.47557;4133.48222;2707.92586
1984;9;21;1984-09-21;13683.05654;6455.55933;12810.29374;4250.84716;2678.86906
1984;9;22;1984-09-22;13422.63159;6339.32478;12536.66691;4115.55848;2717.98000
1984;9;23;1984-09-23;13485.42614;6368.80093;12602.50825;4144.09142;2713.04680
1984;9;24;1984-09-24;13242.31722;6259.75147;12346.36254;4018.99782;2750.14040
1984;9;25;1984-09-25;13121.71541;6206.39509;12219.76605;3956.69824;2770.92320
1984;9;26;1984-09-26;13503.68410;6381.92858;12623.84035;4147.24438;2718.07360
1984;9;27;1984-09-27;13608.82875;6430.51989;12735.92353;4199.76890;2706.11360
1984;9;28;1984-09-28;13533.26400;6397.76326;12657.35878;4159.06907;2718.11360
1984;9;29;1984-09-29;13476.71855;6373.41166;12598.01786;4128.83107;2727.86226
1984;9;30;1984-09-30;13157.90106;6229.68672;12261.88490;3966.90158;2775.45440
1984;10;1;1984-10-01;13137.72735;6221.99392;12241.83212;3955.42067;2779.36494
1984;10;2;1984-10-02;13399.95577;6342.62754;12520.17680;4086.97133;2743.04680
1984;10;3;1984-10-03;13561.59580;6417.38369;12692.96457;4168.77427;2720.80546
1984;10;4;1984-10-04;13697.33279;6480.72745;12837.80516;4237.22164;2702.71186
1984;10;5;1984-10-05;14563.19507;6875.78559;13757.51971;4688.18884;2590.00000
1984;10;6;1984-10-06;14166.45992;6696.81974;13338.74041;4479.27712;2639.95586
1984;10;7;1984-10-07;14208.58573;6716.93545;13385.86888;4501.39815;2634.00734
1984;10;8;1984-10-08;13761.68421;6514.47602;12913.17924;4269.95606;2692.82960
1984;10;9;1984-10-09;13854.92987;6558.68905;13014.25185;4318.10229;2679.28400
1984;10;10;1984-10-10;14180.92955;6707.79616;13361.30832;4488.10846;2636.23720
1984;10;11;1984-10-11;14113.06503;6678.38230;13292.30872;4452.71460;2643.42174
1984;10;12;1984-10-12;13769.91781;6523.20376;12930.31190;4276.64498;2688.11094
1984;10;13;1984-10-13;13173.29197;6252.83936;12300.49418;3974.34472;2770.30814
1984;10;14;1984-10-14;13565.03111;6432.18287;12717.64974;4173.79183;2712.78546
1984;10;15;1984-10-15;13565.79506;6434.12165;12721.20181;4175.63232;2710.16774
1984;10;16;1984-10-16;13767.33482;6526.83473;12936.95080;4279.49783;2680.84492
1984;10;17;1984-10-17;13755.60573;6522.04639;12927.23436;4274.66269;2679.88640
1984;10;18;1984-10-18;13238.62083;6287.92726;12380.29360;4012.73747;2749.88640
1984;10;19;1984-10-19;13574.53050;6442.01644;12740.08701;4184.71038;2699.17040
1984;10;20;1984-10-20;13786.96002;6539.84081;12968.50388;4295.42116;2668.19040
1984;10;21;1984-10-21;13970.25914;6625.41650;13166.69206;4392.98153;2640.31134
1984;10;22;1984-10-22;13875.59271;6582.60668;13068.13657;4346.17906;2649.28868
1984;10;23;1984-10-23;13214.58942;6281.65551;12369.07648;4010.22257;2738.20572
1984;10;24;1984-10-24;13245.02026;6296.25334;12403.77600;4027.93400;2729.75866
1984;10;25;1984-10-25;13342.87274;6342.20564;12511.43660;4079.87832;2712.09828
1984;10;26;1984-10-26;13765.18126;6536.75896;12962.95700;4298.63821;2649.88640
1984;10;27;1984-10-27;13108.34615;6236.84816;12267.33111;3965.74007;2737.54826
1984;10;28;1984-10-28;13125.62325;6245.65476;12289.23593;3977.32416;2731.20720
1984;10;29;1984-10-29;13280.83018;6318.04603;12457.61326;4058.92731;2703.77014
1984;10;30;1984-10-30;13635.49220;6480.51271;12837.31677;4242.37867;2650.88172
1984;10;31;1984-10-31;13772.83208;6544.71972;12986.57719;4316.56036;2628.08946
1984;11;1;1984-11-01;14198.87913;6739.83419;13443.64689;4542.59123;2568.09360
1984;11;2;1984-11-02;14164.68847;6725.73445;13411.28318;4528.40671;2568.29932
1984;11;3;1984-11-03;13665.32869;6498.04823;12882.03700;4270.82878;2628.28400
1984;11;4;1984-11-04;13339.59850;6349.67446;12539.24735;4107.40555;2667.43174
1984;11;5;1984-11-05;13725.45548;6527.06924;12952.41981;4308.95807;2610.00000
1984;11;6;1984-11-06;13854.73769;6586.25081;13093.71202;4380.10019;2587.98000
1984;11;7;1984-11-07;14036.23657;6670.89899;13291.26770;4478.95291;2559.77014
1984;11;8;1984-11-08;14054.14497;6679.89191;13313.16079;4491.86840;2553.00000
1984;11;9;1984-11-09;13574.14158;6460.47908;12805.89137;4245.28517;2609.19040
1984;11;10;1984-11-10;13891.18451;6606.86089;13147.25978;4413.93832;2562.79014
1984;11;11;1984-11-11;12900.64253;6153.32183;12094.38169;3908.12463;2693.49386
1984;11;12;1984-11-12;13139.58243;6263.39273;12352.17119;4032.09192;2653.80200
1984;11;13;1984-11-13;12845.88735;6129.80458;12042.80425;3887.71832;2690.03946
1984;11;14;1984-11-14;13012.17371;6206.39597;12223.19687;3975.40799;2660.82960
1984;11;15;1984-11-15;12810.54735;6114.53232;12011.65880;3876.63996;2683.88843
1984;11;16;1984-11-16;13072.43494;6235.09971;12294.42544;4014.02961;2640.05000
1984;11;17;1984-11-17;12666.74923;6049.13724;11865.82653;3813.98886;2692.77546
1984;11;18;1984-11-18;12555.52199;5998.54569;11752.44155;3763.24223;2702.77546
1984;11;19;1984-11-19;12528.20150;5986.44092;11727.01278;3754.88143;2699.95320
1984;11;20;1984-11-20;12781.92618;6103.78252;12001.58972;3887.11209;2656.20720
1984;11;21;1984-11-21;12508.35591;5977.96765;11714.12039;3754.25308;2690.00000
1984;11;22;1984-11-22;12647.67258;6042.96824;11866.48385;3829.20219;2662.78546
1984;11;23;1984-11-23;12829.99173;6126.75982;12064.59846;3925.78922;2630.30548
1984;11;24;1984-11-24;12319.42082;5891.99644;11523.13116;3673.87075;2700.00000
1984;11;25;1984-11-25;12888.50901;6154.01846;12134.17255;3964.83864;2610.09626
1984;11;26;1984-11-26;12369.97340;5915.63971;11584.70905;3707.41575;2680.64186
1984;11;27;1984-11-27;12359.93347;5911.78882;11577.32833;3706.34031;2676.37760
1984;11;28;1984-11-28;12455.84021;5956.61285;11683.29186;3759.06606;2656.20720
1984;11;29;1984-11-29;12351.54908;5908.56690;11575.84299;3710.82088;2666.32346
1984;11;30;1984-11-30;12610.15751;6027.24544;11853.79636;3844.53888;2622.87960
1984;12;1;1984-12-01;12233.80418;5854.63897;11456.10340;3659.68373;2673.20986
1984;12;2;1984-12-02;11815.03651;5662.51486;11011.60708;3456.61642;2734.60240
1984;12;3;1984-12-03;12049.54456;5770.45502;11264.85379;3575.30056;2692.09360
1984;12;4;1984-12-04;11737.91104;5627.65959;10935.02986;3425.38418;2737.48174
1984;12;5;1984-12-05;11786.71732;5650.49253;10990.73318;3453.06470;2724.33868
1984;12;6;1984-12-06;11854.18900;5681.61110;11064.52502;3489.23741;2709.03734
1984;12;7;1984-12-07;12205.88778;5842.59249;11442.02458;3665.96277;2650.19040
1984;12;8;1984-12-08;11726.63826;5623.33706;10933.77506;3432.60906;2721.92640
1984;12;9;1984-12-09;11976.10342;5737.61511;11201.29436;3557.78617;2678.02000
1984;12;10;1984-12-10;12005.70718;5750.96113;11234.90813;3574.98977;2669.99000
1984;12;11;1984-12-11;12245.79957;5861.46318;11493.00317;3697.38353;2629.94586
1984;12;12;1984-12-12;12236.16188;5857.61493;11485.05999;3694.48582;2628.34494
1984;12;13;1984-12-13;11933.73230;5718.73841;11163.84294;3546.56048;2672.62240
1984;12;14;1984-12-14;11864.53431;5687.22594;11091.48189;3513.88761;2680.89906
1984;12;15;1984-12-15;12161.37813;5823.65051;11410.17796;3663.25538;2632.21252
1984;12;16;1984-12-16;11631.91410;5580.04018;10844.70127;3400.64504;2715.31080
1984;12;17;1984-12-17;11896.39322;5701.62067;11127.45174;3530.53570;2672.67186
1984;12;18;1984-12-18;12382.99935;5925.95713;11646.19561;3773.91897;2597.90640
1984;12;19;1984-12-19;11725.34633;5623.15137;10944.45165;3445.20883;2699.62240
1984;12;20;1984-12-20;11678.45889;5601.87172;10892.48943;3420.97066;2708.23986
1984;12;21;1984-12-21;11636.68754;5582.50444;10847.72542;3399.70901;2715.30814
1984;12;22;1984-12-22;11641.88104;5585.12959;10852.91158;3401.43244;2715.28400
1984;12;23;1984-12-23;11409.07237;5478.27940;10604.04080;3287.67787;2755.45440
1984;12;24;1984-12-24;11868.05641;5689.35295;11092.07898;3509.84705;2681.66160
1984;12;25;1984-12-25;11689.45537;5607.83155;10899.81608;3420.59434;2711.98266
1984;12;26;1984-12-26;12018.92693;5758.79762;11250.12193;3580.60923;2661.61160
1984;12;27;1984-12-27;11774.40752;5647.34103;10988.69877;3458.39866;2702.26400
1984;12;28;1984-12-28;11695.59170;5610.51300;10902.07217;3417.61478;2718.08680
1984;12;29;1984-12-29;12088.05609;5790.81907;11319.53656;3609.02913;2658.28400
1984;12;30;1984-12-30;11631.05081;5581.10556;10829.74583;3381.61579;2733.70920
1984;12;31;1984-12-31;11641.51568;5585.94659;10839.10710;3383.55510;2735.97320
1985;1;1;1985-01-01;12138.42733;5814.39343;11367.17915;3625.15703;2659.79014
1985;1;2;1985-01-02;12235.34043;5858.99964;11468.80825;3670.74526;2648.47174
1985;1;3;1985-01-03;12487.67402;5974.58225;11734.64921;3793.63335;2614.84280
1985;1;4;1985-01-04;13015.07309;6217.26412;12296.03413;4059.54711;2543.83694
1985;1;5;1985-01-05;12275.81485;5877.15841;11503.83004;3680.48022;2654.66920
1985;1;6;1985-01-06;12485.11762;5973.45445;11723.89294;3781.75828;2628.39494
1985;1;7;1985-01-07;12413.74319;5940.40791;11645.35812;3741.75057;2643.62746
1985;1;8;1985-01-08;12286.31636;5882.05249;11506.09903;3674.60703;2667.38494
1985;1;9;1985-01-09;12383.59546;5926.18938;11606.53587;3718.90167;2658.17040
1985;1;10;1985-01-10;12372.77785;5921.60384;11592.04374;3709.63896;2664.60240
1985;1;11;1985-01-11;12866.36099;6147.30243;12114.34288;3953.16182;2598.44706
1985;1;12;1985-01-12;13540.59922;6457.28322;12830.89660;4297.45810;2513.00000
1985;1;13;1985-01-13;12694.21558;6068.22473;11924.19950;3857.28803;2633.68574
1985;1;14;1985-01-14;12773.81614;6104.86828;12005.99992;3892.33801;2628.02000
1985;1;15;1985-01-15;13399.39240;6392.21321;12669.52672;4207.77856;2548.28400
1985;1;16;1985-01-16;13346.71079;6367.32326;12609.96402;4175.99753;2559.95586
1985;1;17;1985-01-17;13135.40092;6269.60253;12380.85869;4063.34158;2593.62506
1985;1;18;1985-01-18;13502.30715;6438.11011;12769.51156;4248.75087;2549.99734
1985;1;19;1985-01-19;13047.41349;6228.82501;12280.45219;4009.35483;2617.42174
1985;1;20;1985-01-20;13303.48166;6346.24049;12549.63661;4136.84243;2588.23134
1985;1;21;1985-01-21;13385.25964;6383.06694;12632.61180;4173.81194;2582.95320
1985;1;22;1985-01-22;13121.82403;6262.30234;12349.11938;4035.04531;2623.95054
1985;1;23;1985-01-23;13778.71151;6562.33702;13046.06898;4369.09797;2542.83960
1985;1;24;1985-01-24;13659.00622;6507.01410;12914.31955;4301.77771;2563.93054
1985;1;25;1985-01-25;13072.03304;6237.54357;12284.25011;3995.26303;2649.16720
1985;1;26;1985-01-26;13797.05437;6569.74804;13052.99276;4364.14467;2557.83348
1985;1;27;1985-01-27;13450.38851;6409.72631;12679.70184;4179.44906;2609.08094
1985;1;28;1985-01-28;13363.74689;6369.74276;12584.07820;4130.63857;2627.64186
1985;1;29;1985-01-29;13566.65071;6462.76412;12795.75481;4229.58579;2606.20720
1985;1;30;1985-01-30;13484.25321;6423.77992;12704.23106;4182.43650;2623.49386
1985;1;31;1985-01-31;13732.65338;6537.40980;12964.77428;4306.11116;2596.25720
1985;2;1;1985-02-01;13974.71921;6647.36724;13218.01785;4427.20486;2570.94117
1985;2;2;1985-02-02;13467.89015;6415.02084;12673.96691;4159.74284;2643.45174
1985;2;3;1985-02-03;13611.62058;6480.23332;12823.75946;4229.11103;2630.07680
1985;2;4;1985-02-04;13901.34253;6611.73438;13128.44727;4374.48232;2598.09094
1985;2;5;1985-02-05;13743.00996;6538.23982;12955.03258;4287.81002;2624.56066
1985;2;6;1985-02-06;13741.81693;6537.46450;12949.89432;4282.29402;2630.26454
1985;2;7;1985-02-07;13730.10063;6531.06561;12933.30162;4271.92045;2638.00000
1985;2;8;1985-02-08;13576.11421;6460.36286;12765.43412;4188.48435;2663.66654
1985;2;9;1985-02-09;13482.28105;6416.91788;12661.73604;4136.09149;2682.48200
1985;2;10;1985-02-10;13668.91844;6500.95245;12856.05795;4226.86003;2662.97586
1985;2;11;1985-02-11;13969.68337;6637.92144;13172.70928;4378.71808;2628.20572
1985;2;12;1985-02-12;14254.91631;6767.45170;13472.07114;4522.42140;2596.10094
1985;2;13;1985-02-13;13794.54620;6556.44071;12978.39703;4279.22533;2661.65746
1985;2;14;1985-02-14;14087.27200;6689.12220;13286.28174;4427.05573;2628.13774
1985;2;15;1985-02-15;13918.85488;6611.26058;13102.26371;4335.50023;2654.52412
1985;2;16;1985-02-16;13619.79264;6473.43533;12780.88332;4179.26324;2699.21720
1985;2;17;1985-02-17;14419.63123;6838.51296;13628.38846;4589.99475;2598.68426
1985;2;18;1985-02-18;14280.79370;6774.22839;13476.99118;4513.24872;2620.65132
1985;2;19;1985-02-19;13970.69474;6631.12606;13143.90169;4350.00545;2664.52614
1985;2;20;1985-02-20;14807.90373;7012.04135;14030.69361;4785.45688;2563.30080
1985;2;21;1985-02-21;14404.13392;6827.06991;13598.97529;4569.49545;2616.13306
1985;2;22;1985-02-22;14222.23389;6743.35415;13402.11472;4472.01305;2642.80546
1985;2;23;1985-02-23;14440.95670;6842.03576;13631.38633;4584.04158;2617.84763
1985;2;24;1985-02-24;13942.46814;6613.17315;13098.12911;4322.46180;2685.38494
1985;2;25;1985-02-25;14665.42263;6942.24073;13863.60480;4697.09471;2595.26160
1985;2;26;1985-02-26;14328.54866;6787.13821;13503.16283;4518.32060;2640.17040
1985;2;27;1985-02-27;14811.79547;7006.70216;14013.46378;4770.89455;2583.00000
1985;2;28;1985-02-28;14262.31693;6754.67642;13426.70858;4480.49589;2653.64160
1985;3;1;1985-03-01;14302.01766;6771.33091;13466.40197;4500.18186;2649.35814
1985;3;2;1985-03-02;14575.06527;6894.81100;13753.71826;4641.68727;2616.96054
1985;3;3;1985-03-03;14449.94245;6836.50298;13618.66756;4575.55433;2633.60708
1985;3;4;1985-03-04;14691.45607;6945.00140;13872.00546;4701.62101;2605.00266
1985;3;5;1985-03-05;14603.53707;6904.13210;13776.71152;4654.51920;2616.59683
1985;3;6;1985-03-06;14267.46717;6749.43175;13418.86351;4478.93979;2660.00000
1985;3;7;1985-03-07;14378.97246;6798.85347;13535.08480;4536.13165;2646.46440
1985;3;8;1985-03-08;14809.66799;6993.19756;13988.83712;4762.32534;2593.39760
1985;3;9;1985-03-09;14368.20704;6791.31036;13519.37618;4530.59322;2648.19040
1985;3;10;1985-03-10;14532.87297;6864.99499;13692.20984;4617.40145;2626.73866
1985;3;11;1985-03-11;14580.44480;6884.92791;13740.61128;4643.00357;2620.13360
1985;3;12;1985-03-12;14730.15706;6951.33217;13897.22728;4722.25211;2601.32346
1985;3;13;1985-03-13;14268.40866;6740.37203;13407.30114;4481.32345;2658.32666
1985;3;14;1985-03-14;14364.14171;6782.16143;13507.25873;4532.19232;2644.00734
1985;3;15;1985-03-15;13765.87136;6508.78332;12872.21026;4225.93249;2722.46200
1985;3;16;1985-03-16;14246.81670;6726.09120;13380.73386;4474.83129;2656.30080
1985;3;17;1985-03-17;14222.14428;6713.64772;13353.13089;4463.54820;2657.16188
1985;3;18;1985-03-18;14226.20969;6714.05843;13356.38351;4468.05783;2653.83428
1985;3;19;1985-03-19;13951.38860;6587.03253;13065.56242;4329.07607;2687.54146
1985;3;20;1985-03-20;13895.05086;6560.26947;13005.39508;4302.38779;2692.19800
1985;3;21;1985-03-21;14663.29075;6907.62001;13818.16908;4705.38339;2590.92586
1985;3;22;1985-03-22;14164.40574;6679.27298;13289.33501;4446.97901;2650.04586
1985;3;23;1985-03-23;13849.87071;6535.04258;12957.46770;4287.62821;2688.39760
1985;3;24;1985-03-24;14022.52478;6612.30914;13139.23272;4379.90744;2661.32346
1985;3;25;1985-03-25;13921.61007;6564.80940;13032.38481;4331.43301;2670.17720
1985;3;26;1985-03-26;13799.03377;6507.77491;12903.05251;4271.74346;2682.59560
1985;3;27;1985-03-27;13991.21257;6592.58491;13105.99528;4374.26798;2651.98000
1985;3;28;1985-03-28;14238.83642;6703.82296;13368.60381;4507.55283;2614.98000
1985;3;29;1985-03-29;13546.99096;6387.94805;12637.76101;4154.58229;2701.93054
1985;3;30;1985-03-30;13171.16654;6215.89075;12241.98605;3969.57446;2749.65240
1985;3;31;1985-03-31;13308.78160;6276.73035;12387.60111;4042.46086;2723.75334
1985;4;1;1985-04-01;13411.85471;6321.98852;12497.46436;4099.42354;2703.30814
1985;4;2;1985-04-02;13465.74516;6344.87961;12555.25653;4131.37142;2689.35228
1985;4;3;1985-04-03;13255.52669;6247.91269;12334.71992;4030.18731;2712.89560
1985;4;4;1985-04-04;14211.35729;6679.17126;13343.76303;4527.55213;2578.26400
1985;4;5;1985-04-05;13480.03466;6346.71079;12572.74323;4154.39981;2667.76866
1985;4;6;1985-04-06;13286.79713;6257.28891;12370.31115;4061.68776;2688.10626
1985;4;7;1985-04-07;13485.41664;6345.92119;12582.02692;4168.51724;2652.74600
1985;4;8;1985-04-08;13468.71069;6336.28616;12565.07963;4165.59672;2648.23400
1985;4;9;1985-04-09;12972.20642;6109.34581;12043.82670;3918.90037;2710.59826
1985;4;10;1985-04-10;13069.67816;6151.75915;12147.18218;3974.10917;2688.17040
1985;4;11;1985-04-11;12862.83324;6056.75649;11931.23898;3876.11917;2710.12360
1985;4;12;1985-04-12;13013.08572;6123.35066;12091.55092;3957.77014;2679.89906
1985;4;13;1985-04-13;13147.82146;6182.64466;12235.28666;4032.06946;2652.82960
1985;4;14;1985-04-14;12908.19953;6072.38417;11984.66208;3916.80897;2678.00000
1985;4;15;1985-04-15;12899.46805;6066.52683;11976.89911;3918.87334;2670.90054
1985;4;16;1985-04-16;12650.04417;5952.10123;11717.23537;3800.25734;2698.61480
1985;4;17;1985-04-17;12672.18942;5960.30391;11741.84650;3817.86911;2685.59826
1985;4;18;1985-04-18;12259.00223;5772.44866;11310.81503;3619.32200;2739.62172
1985;4;19;1985-04-19;12700.63272;5970.11783;11777.08792;3844.78132;2662.82960
1985;4;20;1985-04-20;12842.23516;6032.46952;11927.73451;3923.13035;2632.99734
1985;4;21;1985-04-21;12394.49606;5828.86070;11460.16314;3705.78287;2689.39520
1985;4;22;1985-04-22;12749.79083;5987.45496;11835.60566;3890.57167;2627.19800
1985;4;23;1985-04-23;12392.18805;5824.83276;11462.26953;3717.37122;2670.28974
1985;4;24;1985-04-24;12801.54047;6007.63425;11894.13544;3930.58524;2600.92586
1985;4;25;1985-04-25;12262.31734;5762.90834;11330.95910;3666.99707;2669.79280
1985;4;26;1985-04-26;12438.99922;5840.89702;11519.53473;3761.98044;2633.09626
1985;4;27;1985-04-27;12007.47961;5644.47549;11068.32326;3553.76611;2688.50614
1985;4;28;1985-04-28;12109.50587;5689.00335;11178.25858;3611.34811;2662.58240
1985;4;29;1985-04-29;11908.35243;5596.78490;10970.24554;3519.27006;2683.25948
1985;4;30;1985-04-30;12314.79356;5778.38881;11398.52095;3727.66411;2611.03946
1985;5;1;1985-05-01;12335.84786;5786.94701;11424.31657;3746.20700;2598.35760
1985;5;2;1985-05-02;12221.93818;5733.46979;11307.49783;3695.82337;2604.22454
1985;5;3;1985-05-03;12180.31301;5713.11513;11266.03040;3681.58231;2600.92320
1985;5;4;1985-05-04;11742.47642;5514.70550;10810.23795;3471.26363;2658.00000
1985;5;5;1985-05-05;11684.87117;5487.20068;10751.93818;3449.95335;2656.38840
1985;5;6;1985-05-06;12033.88104;5643.38809;11120.67937;3630.02715;2591.92374
1985;5;7;1985-05-07;11858.85184;5562.51889;10939.61072;3549.16264;2608.25134
1985;5;8;1985-05-08;12042.33106;5643.75409;11134.95900;3648.36252;2570.37346
1985;5;9;1985-05-09;11794.96336;5531.02418;10878.71224;3531.75621;2598.20720
1985;5;10;1985-05-10;11425.93076;5363.06674;10495.68963;3355.90972;2646.22666
1985;5;11;1985-05-11;11512.02096;5400.58032;10587.94172;3404.53104;2621.99906
1985;5;12;1985-05-12;11621.68037;5448.72935;10705.69793;3465.82101;2594.52826
1985;5;13;1985-05-13;11635.59413;5453.39944;10722.54489;3478.47845;2582.87640
1985;5;14;1985-05-14;11325.90664;5312.49890;10401.90155;3332.62470;2621.86374
1985;5;15;1985-05-15;11035.11481;5181.04810;10100.99877;3197.26219;2660.01734
1985;5;16;1985-05-16;11212.84324;5259.58213;10288.78134;3289.65113;2621.15040
1985;5;17;1985-05-17;10910.51352;5122.17933;9975.56788;3148.40873;2662.54560
1985;5;18;1985-05-18;11299.85150;5296.00239;10384.79225;3343.17499;2588.02414
1985;5;19;1985-05-19;10812.49023;5076.16135;9877.64553;3112.44755;2660.54560
1985;5;20;1985-05-20;11087.43609;5199.06307;10167.49045;3250.45021;2604.60240
1985;5;21;1985-05-21;11244.35806;5267.86427;10333.25202;3332.89179;2570.40174
1985;5;22;1985-05-22;10959.54414;5139.33164;10038.42810;3198.56370;2608.26400
1985;5;23;1985-05-23;11054.00235;5180.47921;10139.94842;3250.61565;2583.88843
1985;5;24;1985-05-24;10968.99414;5141.02324;10052.93756;3214.11287;2590.02148
1985;5;25;1985-05-25;10789.94313;5059.41620;9868.04429;3131.60944;2612.45200
1985;5;26;1985-05-26;10669.83786;5005.28103;9745.80394;3078.53106;2624.52826
1985;5;27;1985-05-27;10624.58052;4984.11689;9700.53926;3061.41372;2624.56560
1985;5;28;1985-05-28;10584.05963;4964.89117;9660.05985;3046.18535;2623.69920
1985;5;29;1985-05-29;10737.66641;5032.76077;9821.71342;3124.05761;2590.68920
1985;5;30;1985-05-30;10524.92314;4936.41520;9602.82242;3025.66523;2619.88640
1985;5;31;1985-05-31;10529.04206;4937.47465;9608.04493;3031.72735;2612.77280
1985;6;1;1985-06-01;10563.59677;4951.75334;9645.65644;3052.00603;2599.71866
