localidade = Maracanau,", latitude = -3.875",", longitude = -38.625"
data,ief,dvc,dec,ddc
1960-01-01,12.845,12.14,6.1670003,3.9500003
1960-01-02,13.244,12.566001,6.3510003,4.1530004
1960-01-03,13.2960005,12.620001,6.3750005,4.178
1960-01-04,13.3220005,12.646001,6.387,4.189
1960-01-05,12.906,12.198001,6.195,3.9720001
1960-01-06,12.983001,12.278001,6.2300005,4.0090003
1960-01-07,12.549001,11.81,6.0290003,3.785
1960-01-08,13.394001,12.713,6.418,4.215
1960-01-09,13.992001,13.352,6.6940002,4.526
1960-01-10,13.528001,12.852,6.479,4.2780004
1960-01-11,14.132001,13.497001,6.7580004,4.5940003
1960-01-12,13.679001,13.007001,6.5480003,4.3500004
1960-01-13,13.866001,13.204,6.6340003,4.4440002
1960-01-14,14.466001,13.844001,6.9100003,4.761
1960-01-15,14.418,13.790001,6.8870006,4.7310004
1960-01-16,14.243001,13.598001,6.806,4.631
1960-01-17,14.7300005,14.115001,7.03,4.888
1960-01-18,14.997001,14.397,7.1520004,5.0280004
1960-01-19,15.186001,14.595,7.2390003,5.1250005
1960-01-20,15.118001,14.516001,7.2060003,5.0800004
1960-01-21,15.085001,14.476001,7.1910005,5.0550003
1960-01-22,14.808001,14.174001,7.063,4.8970003
1960-01-23,14.944,14.314001,7.1250005,4.964
1960-01-24,15.009001,14.379001,7.1540003,4.993
1960-01-25,15.075001,14.444,7.1830006,5.0220003
1960-01-26,15.866001,15.286,7.5460005,5.453
1960-01-27,15.723001,15.127001,7.4800005,5.3650002
1960-01-28,15.799001,15.203001,7.5140004,5.4
1960-01-29,15.094001,14.442,7.189,5.0030003
1960-01-30,14.6710005,13.983001,6.9940004,4.768
1960-01-31,14.740001,14.052001,7.025,4.7980003
1960-02-01,16.295,15.711,7.7380004,5.6480002
1960-02-02,15.181001,14.512001,7.2250004,5.0220003
1960-02-03,15.595,14.950001,7.4140005,5.242
1960-02-04,15.335001,14.665001,7.294,5.092
1960-02-05,15.182001,14.496,7.2230005,5.0020003
1960-02-06,14.6,13.868001,6.9540005,4.683
1960-02-07,15.293001,14.603001,7.2720003,5.0480003
1960-02-08,14.941001,14.221001,7.109,4.852
1960-02-09,15.024001,14.303,7.1460004,4.8890004
1960-02-10,15.578001,14.89,7.399,5.183
1960-02-11,18.036001,17.513,8.524,6.5750003
1960-02-12,17.664001,17.109001,8.352,6.3480005
1960-02-13,16.219,15.558001,7.689,5.5160003
1960-02-14,16.404001,15.749001,7.7720003,5.6130004
1960-02-15,15.879001,15.182001,7.53,5.315
1960-02-16,15.613001,14.896001,7.4070005,5.17
1960-02-17,15.905001,15.205001,7.5390005,5.3300004
1960-02-18,16.127,15.439001,7.6380005,5.452
1960-02-19,16.092001,15.399001,7.6200004,5.433
1960-02-20,16.223001,15.537001,7.6790004,5.5070004
1960-02-21,16.386002,15.708001,7.7510004,5.598
1960-02-22,16.363,15.682001,7.7390003,5.5860004
1960-02-23,16.394001,15.713,7.7510004,5.6050005
1960-02-24,16.822,16.167,7.9440002,5.847
1960-02-25,16.188002,15.488001,7.6520004,5.493
1960-02-26,15.015,14.237,7.1150002,4.8560004
1960-02-27,16.193,15.491001,7.6510005,5.499
1960-02-28,16.184,15.479001,7.6450005,5.4960003
1960-02-29,16.319,15.621,7.7040005,5.5740004
1960-03-01,16.745,16.073,7.8960004,5.8160005
1960-03-02,16.703001,16.027,7.8750005,5.7960005
1960-03-03,16.75,16.075,7.8940005,5.8250003
1960-03-04,16.445002,15.749001,7.7530003,5.656
1960-03-05,17.337,16.697,8.157001,6.169
1960-03-06,16.6,15.911001,7.8190002,5.7510004
1960-03-07,16.916,16.245,7.9600005,5.9350004
1960-03-08,17.607,16.980001,8.273001,6.339
1960-03-09,16.816,16.137001,7.9100003,5.887
1960-03-10,16.106,15.3810005,7.5840006,5.491
1960-03-11,15.910001,15.173,7.4930005,5.387
1960-03-12,15.150001,14.366001,7.1450005,4.9760003
1960-03-13,15.001,14.207001,7.0750003,4.901
1960-03-14,15.616001,14.859001,7.352,5.2400002
1960-03-15,15.7300005,14.9800005,7.4020004,5.309
1960-03-16,15.632001,14.873001,7.3550005,5.254
1960-03-17,16.295,15.573001,7.655,5.624
1960-03-18,16.292002,15.566001,7.6510005,5.623
1960-03-19,16.064001,15.3220005,7.5460005,5.4960003
1960-03-20,16.16,15.4210005,7.5870004,5.55
1960-03-21,15.991001,15.239,7.5080004,5.4570003
1960-03-22,16.235,15.495001,7.6170006,5.5950003
1960-03-23,15.637001,14.860001,7.3440003,5.2640004
1960-03-24,15.934001,15.1710005,7.4760003,5.4300003
1960-03-25,15.866001,15.098001,7.4430003,5.3950005
1960-03-26,15.869,15.098001,7.4420004,5.399
1960-03-27,15.668001,14.883,7.3490005,5.2900004
1960-03-28,16.362001,15.616001,7.662,5.681
1960-03-29,16.127,15.365001,7.5530005,5.551
1960-03-30,15.521001,14.723001,7.2760005,5.2180004
1960-03-31,15.273001,14.459001,7.162,5.085
1960-04-01,15.422001,14.616001,7.227,5.17
1960-04-02,15.121,14.297001,7.089,5.01
1960-04-03,14.920001,14.083001,6.9960003,4.905
1960-04-04,15.232,14.412001,7.135,5.078
1960-04-05,15.136001,14.309001,7.089,5.03
1960-04-06,14.604001,13.748001,6.846,4.747
1960-04-07,14.242001,13.366,6.681,4.5600004
1960-04-08,14.863001,14.019001,6.959,4.8960004
1960-04-09,14.391001,13.521001,6.7440004,4.6470003
1960-04-10,13.893001,12.997001,6.5160003,4.3900003
1960-04-11,14.576001,13.716001,6.8230004,4.756
1960-04-12,14.067,13.179001,6.591,4.491
1960-04-13,14.139001,13.255001,6.622,4.5340004
1960-04-14,14.330001,13.457001,6.7060003,4.6410003
1960-04-15,14.1380005,13.255001,6.617,4.544
1960-04-16,14.351001,13.4800005,6.7110004,4.6660004
1960-04-17,14.386001,13.519001,6.7250004,4.6940002
1960-04-18,13.747001,12.85,6.4340005,4.3650002
1960-04-19,13.688001,12.790001,6.405,4.342
1960-04-20,13.5060005,12.601001,6.321,4.257
1960-04-21,12.751,11.811001,5.978,3.8780003
1960-04-22,12.487,11.537001,5.8570004,3.7540002
1960-04-23,12.476001,11.528001,5.8500004,3.7560003
1960-04-24,12.653001,11.716001,5.9280005,3.8530002
1960-04-25,12.836,11.911,6.0080004,3.9550002
1960-04-26,12.929001,12.011001,6.0480003,4.011
1960-04-27,12.211,11.262,5.722,3.657
1960-04-28,12.328001,11.386001,5.7730002,3.7230003
1960-04-29,12.18,11.234,5.7040005,3.657
1960-04-30,12.062,11.114,5.65,3.607
1960-05-01,12.404,11.474001,5.801,3.7860003
1960-05-02,12.210001,11.275001,5.7120004,3.6970003
1960-05-03,12.76,11.852,5.9570003,3.9850001
1960-05-04,12.476001,11.558001,5.828,3.8480003
1960-05-05,12.209001,11.282001,5.7060003,3.7210002
1960-05-06,11.607,10.656,5.433,3.4290001
1960-05-07,11.938001,11.005,5.5810003,3.6020002
1960-05-08,11.93,11.000001,5.5750003,3.6060002
1960-05-09,11.978001,11.052001,5.5950003,3.637
1960-05-10,11.795001,10.864,5.511,3.5540001
1960-05-11,11.436001,10.493,5.348,3.384
1960-05-12,11.532001,10.596001,5.3900003,3.4390001
1960-05-13,11.216001,10.269,5.2460003,3.2910001
1960-05-14,11.444,10.51,5.347,3.41
1960-05-15,11.944,11.034,5.57,3.6680002
1960-05-16,11.471001,10.543,5.3560004,3.4370003
1960-05-17,11.3550005,10.424001,5.302,3.3850002
1960-05-18,11.312,10.3810005,5.282,3.3690002
1960-05-19,11.211,10.278001,5.235,3.325
1960-05-20,11.116,10.18,5.1910005,3.2840002
1960-05-21,11.780001,10.874001,5.4880004,3.6210003
1960-05-22,11.676001,10.767,5.44,3.5740001
1960-05-23,11.607,10.698001,5.4080005,3.545
1960-05-24,11.931001,11.037001,5.552,3.7150002
1960-05-25,11.471001,10.56,5.3440003,3.486
1960-05-26,10.758,9.819,5.0230002,3.1390002
1960-05-27,10.942,10.0130005,5.105,3.233
1960-05-28,11.397,10.488001,5.308,3.4640002
1960-05-29,11.007001,10.084001,5.1320004,3.2740002
1960-05-30,11.319,10.409,5.2710004,3.433
1960-05-31,11.619,10.723001,5.405,3.5900002
1960-06-01,11.542001,10.644,5.3690004,3.555
1960-06-02,11.052001,10.137,5.149,3.3130002
1960-06-03,10.904,9.984,5.0820003,3.2430003
1960-06-04,11.425,10.527,5.314,3.5070002
1960-06-05,11.288,10.386001,5.2520003,3.4410002
1960-06-06,10.942,10.026,5.096,3.2710001
1960-06-07,10.551001,9.621,4.921,3.0820003
1960-06-08,10.402,9.468,4.854,3.0130002
1960-06-09,10.783001,9.864,5.0230002,3.2010002
1960-06-10,10.471001,9.541,4.8830004,3.051
1960-06-11,10.629001,9.706,4.9540005,3.13
1960-06-12,10.809001,9.895,5.0340004,3.2210002
1960-06-13,10.364,9.433001,4.834,3.005
1960-06-14,9.812,8.861,4.5870004,2.7440002
1960-06-15,9.986,9.042001,4.664,2.8270001
1960-06-16,9.832001,8.883,4.5950003,2.756
1960-06-17,10.208,9.274,4.763,2.936
1960-06-18,10.262,9.331,4.787,2.963
1960-06-19,10.451,9.527,4.872,3.0560002
1960-06-20,10.449,9.525001,4.8710003,3.055
1960-06-21,10.437,9.5130005,4.8650002,3.0500002
1960-06-22,9.972,9.031,4.657,2.828
1960-06-23,10.234,9.303,4.774,2.953
1960-06-24,10.418,9.494,4.8560004,3.0410001
1960-06-25,10.147,9.213,4.735,2.9110003
1960-06-26,9.742001,8.793,4.5540004,2.719
1960-06-27,10.213,9.281,4.7650003,2.9420002
1960-06-28,10.499001,9.579,4.894,3.0800002
1960-06-29,10.258,9.328,4.7860003,2.9620001
1960-06-30,9.886001,8.942,4.6200004,2.7840002
1960-07-01,10.6,9.682,4.939,3.1260002
1960-07-02,10.160001,9.225,4.743,2.9120002
1960-07-03,10.306001,9.376,4.809,2.9800003
1960-07-04,10.202001,9.267,4.762,2.9280002
1960-07-05,10.429001,9.502001,4.8650002,3.0360003
1960-07-06,10.376,9.4470005,4.841,3.0080001
1960-07-07,10.286,9.353001,4.802,2.963
1960-07-08,10.004001,9.06,4.676,2.8260002
1960-07-09,10.09,9.148001,4.715,2.8650002
1960-07-10,10.474001,9.5460005,4.888,3.0460002
1960-07-11,10.333,9.398001,4.8250003,2.9750001
1960-07-12,10.438001,9.5060005,4.873,3.0230002
1960-07-13,10.369,9.433001,4.8430004,2.9870002
1960-07-14,10.779,9.858001,5.0280004,3.1820002
1960-07-15,10.864,9.946,5.0670004,3.2210002
1960-07-16,10.536,9.603001,4.921,3.0570002
1960-07-17,10.532001,9.598001,4.92,3.051
1960-07-18,10.857,9.934,5.0660005,3.2040002
1960-07-19,10.454,9.5130005,4.887,3.0040002
1960-07-20,10.805,9.876,5.045,3.17
1960-07-21,10.352,9.403001,4.8430004,2.947
1960-07-22,10.477,9.532001,4.901,3.002
1960-07-23,10.363001,9.411,4.8500004,2.943
1960-07-24,11.077001,10.153001,5.1720004,3.2830002
1960-07-25,10.588,9.642,4.9540005,3.0410001
1960-07-26,10.689,9.744,5.0,3.084
1960-07-27,10.682,9.735001,4.999,3.075
1960-07-28,10.902,9.962001,5.0990005,3.176
1960-07-29,10.722,9.772,5.019,3.084
1960-07-30,10.728001,9.777,5.0230002,3.0820003
1960-07-31,10.924001,9.979,5.1130004,3.17
1960-08-01,11.453,10.528001,5.352,3.4240003
1960-08-02,11.160001,10.221001,5.222,3.2740002
1960-08-03,11.543,10.619,5.3950005,3.456
1960-08-04,11.05,10.103001,5.175,3.209
1960-08-05,10.861,9.903001,5.092,3.1120002
1960-08-06,11.056001,10.104,5.181,3.1990001
1960-08-07,11.370001,10.43,5.3240004,3.3460002
1960-08-08,11.606001,10.675,5.432,3.456
1960-08-09,11.136001,10.181001,5.222,3.2200003
1960-08-10,11.291,10.342001,5.293,3.2900002
1960-08-11,11.492001,10.549001,5.385,3.381
1960-08-12,11.446,10.499001,5.366,3.3520002
1960-08-13,11.808001,10.876,5.531,3.5240002
1960-08-14,11.190001,10.227,5.254,3.216
1960-08-15,11.101001,10.132001,5.216,3.1680002
1960-08-16,11.865001,10.929001,5.5620003,3.5340002
1960-08-17,11.554001,10.603001,5.4240003,3.3750002
1960-08-18,11.214001,10.245001,5.2720003,3.2050002
1960-08-19,11.468,10.509001,5.3880005,3.3220003
1960-08-20,11.63,10.677,5.4630003,3.3950002
1960-08-21,11.846001,10.902,5.5620003,3.4940002
1960-08-22,11.865001,10.92,5.5730004,3.4980001
1960-08-23,11.891001,10.946,5.5860004,3.505
1960-08-24,12.228001,11.298,5.7400002,3.6660001
1960-08-25,12.27,11.34,5.761,3.68
1960-08-26,12.029,11.086,5.6540003,3.555
1960-08-27,12.056001,11.113001,5.668,3.5630002
1960-08-28,12.02,11.074,5.6540003,3.5400002
1960-08-29,11.812,10.8550005,5.5620003,3.433
1960-08-30,12.225,11.287001,5.7500005,3.63
1960-08-31,12.257001,11.320001,5.767,3.6410003
1960-09-01,12.221001,11.280001,5.7520003,3.617
1960-09-02,12.614,11.693001,5.932,3.8070002
1960-09-03,12.904,11.997001,6.065,3.9480002
1960-09-04,13.042001,12.142,6.129,4.013
1960-09-05,13.167001,12.273001,6.188,4.072
1960-09-06,13.034,12.132001,6.129,3.999
1960-09-07,12.872001,11.961,6.058,3.9120002
1960-09-08,13.179001,12.285001,6.1990004,4.063
1960-09-09,13.354001,12.469001,6.28,4.1480002
1960-09-10,13.160001,12.264001,6.1940002,4.044
1960-09-11,12.788001,11.872001,6.0280004,3.8520002
1960-09-12,13.215,12.3220005,6.2230005,4.064
1960-09-13,13.383,12.500001,6.301,4.1460004
1960-09-14,13.202001,12.309001,6.221,4.0490003
1960-09-15,13.242001,12.351001,6.241,4.065
1960-09-16,13.31,12.423,6.274,4.096
1960-09-17,12.842001,11.929001,6.064,3.8560002
1960-09-18,13.237,12.347,6.2450004,4.051
1960-09-19,13.173,12.279,6.2180004,4.0150003
1960-09-20,13.344001,12.460001,6.2970004,4.098
1960-09-21,13.579,12.709001,6.406,4.215
1960-09-22,13.552001,12.681001,6.3960004,4.197
1960-09-23,13.6970005,12.835001,6.4630003,4.268
1960-09-24,13.899001,13.049001,6.557,4.3700004
1960-09-25,14.147,13.313001,6.6720004,4.497
1960-09-26,13.6310005,12.768001,6.439,4.2260003
1960-09-27,13.420001,12.5460005,6.3450003,4.116
1960-09-28,13.548,12.683001,6.405,4.1790004
1960-09-29,13.727,12.873,6.4890003,4.268
1960-09-30,13.359,12.485001,6.3230004,4.079
1960-10-01,13.583,12.724001,6.4270005,4.191
1960-10-02,13.389001,12.519001,6.34,4.09
1960-10-03,13.655001,12.803,6.4630003,4.2250004
1960-10-04,13.451,12.589001,6.372,4.119
1960-10-05,13.3810005,12.516001,6.3420005,4.083
1960-10-06,13.2960005,12.428,6.3050003,4.039
1960-10-07,13.441001,12.584001,6.373,4.112
1960-10-08,13.978001,13.156001,6.6190004,4.387
1960-10-09,14.018001,13.200001,6.6390004,4.407
1960-10-10,14.274001,13.474001,6.7570004,4.5410004
1960-10-11,14.233001,13.434001,6.741,4.519
1960-10-12,13.584001,12.747001,6.446,4.184
1960-10-13,13.710001,12.884001,6.5060005,4.249
1960-10-14,13.075001,12.211,6.2170005,3.9270003
1960-10-15,13.410001,12.570001,6.3710003,4.096
1960-10-16,13.908001,13.103001,6.6010003,4.354
1960-10-17,13.703001,12.8880005,6.5080004,4.25
1960-10-18,13.52,12.696001,6.426,4.157
1960-10-19,12.630001,11.754001,6.0210004,3.7140002
1960-10-20,13.491,12.673,6.4160004,4.1470003
1960-10-21,13.286,12.458,6.3230004,4.045
1960-10-22,13.251,12.425,6.3090005,4.03
1960-10-23,13.402,12.59,6.379,4.11
1960-10-24,13.382001,12.5720005,6.3710003,4.102
1960-10-25,13.418,12.614,6.3890004,4.123
1960-10-26,13.343,12.538001,6.3560004,4.0880003
1960-10-27,13.497001,12.706,6.4280005,4.169
1960-10-28,13.401001,12.607,6.385,4.123
1960-10-29,13.564001,12.785001,6.4610004,4.21
1960-10-30,13.117001,12.313001,6.2570004,3.9860003
1960-10-31,13.294001,12.505001,6.34,4.079
1960-11-01,13.985001,13.247001,6.6580005,4.44
1960-11-02,13.988001,13.255001,6.6600003,4.446
1960-11-03,13.728001,12.981001,6.5420003,4.314
1960-11-04,13.286,12.514001,6.34,4.09
1960-11-05,12.512001,11.692,5.986,3.7050002
1960-11-06,12.478001,11.660001,5.972,3.6910002
1960-11-07,12.772,11.977,6.1070004,3.841
1960-11-08,12.757001,11.965,6.102,3.8370001
1960-11-09,12.926001,12.150001,6.1800003,3.926
1960-11-10,13.35,12.607,6.3760004,4.1460004
1960-11-11,13.293,12.551001,6.3510003,4.1210003
1960-11-12,12.9210005,12.157001,6.181,3.936
1960-11-13,12.918,12.158001,6.1800003,3.9380002
1960-11-14,13.031001,12.283001,6.2330003,4.0
1960-11-15,13.559001,12.852,6.477,4.276
1960-11-16,13.47,12.759001,6.4370003,4.2320004
1960-11-17,13.249001,12.526001,6.3360004,4.1210003
1960-11-18,12.594001,11.829,6.0360003,3.7910001
1960-11-19,12.976001,12.240001,6.2120004,3.9860003
1960-11-20,13.212001,12.496,6.3220005,4.11
1960-11-21,13.042001,12.317,6.2440004,4.025
1960-11-22,12.902,12.170001,6.181,3.9570003
1960-11-23,12.964001,12.239,6.2100005,3.9910002
1960-11-24,12.668,11.925,6.0750003,3.8430002
1960-11-25,13.243001,12.543,6.34,4.1390004
1960-11-26,12.998,12.283001,6.228,4.0150003
1960-11-27,12.525001,11.779,6.01,3.7770002
1960-11-28,12.566001,11.826,6.03,3.8000002
1960-11-29,12.643001,11.910001,6.0660005,3.841
1960-11-30,13.110001,12.412001,6.282,4.0810003
1960-12-01,13.265,12.581,6.354,4.163
1960-12-02,13.473001,12.805,6.451,4.2730002
1960-12-03,12.93,12.226001,6.201,3.9940002
1960-12-04,13.372001,12.702001,6.406,4.224
1960-12-05,13.448001,12.784,6.4410005,4.2650003
1960-12-06,13.283001,12.609,6.366,4.1800003
1960-12-07,12.915001,12.215,6.196,3.9910002
1960-12-08,13.302001,12.632001,6.3750005,4.1920004
1960-12-09,13.232,12.558001,6.3430004,4.157
1960-12-10,13.201,12.525001,6.3300004,4.1410003
1960-12-11,13.093,12.411,6.28,4.086
1960-12-12,13.011001,12.323001,6.2430005,4.043
1960-12-13,13.27,12.602,6.3630004,4.178
1960-12-14,12.666,11.954,6.084,3.867
1960-12-15,12.814001,12.113001,6.1530004,3.9420002
1960-12-16,13.001,12.315001,6.2390003,4.039
1960-12-17,12.931001,12.240001,6.2070003,4.004
1960-12-18,13.01,12.326,6.2440004,4.045
1960-12-19,12.934001,12.244,6.209,4.006
1960-12-20,12.594001,11.88,6.0520005,3.8330002
1960-12-21,13.122001,12.446001,6.2960005,4.103
1960-12-22,12.754001,12.052001,6.1260004,3.9140003
1960-12-23,12.618001,11.905001,6.063,3.8450003
1960-12-24,12.251,11.511001,5.894,3.6590002
1960-12-25,12.522,11.801001,6.019,3.7940001
1960-12-26,12.119,11.368001,5.833,3.5920002
1960-12-27,12.475,11.749001,5.997,3.7690003
1960-12-28,12.919001,12.224001,6.202,3.9930003
1960-12-29,12.498,11.771001,6.0070004,3.778
1960-12-30,13.035001,12.346001,6.255,4.05
1960-12-31,13.598001,12.948001,6.5150003,4.341
1961-01-01,13.439001,12.776001,6.4410005,4.255
1961-01-02,13.316001,12.642,6.3840003,4.188
1961-01-03,12.633,11.908001,6.0690002,3.8360002
1961-01-04,12.599001,11.869,6.0530005,3.8160002
1961-01-05,12.412001,11.666,5.966,3.7200003
1961-01-06,12.945001,12.235001,6.2120004,3.9870002
1961-01-07,13.298,12.612,6.374,4.1660004
1961-01-08,12.662001,11.927001,6.0810003,3.8370001
1961-01-09,13.393001,12.707001,6.4170003,4.208
1961-01-10,13.002001,12.285001,6.2370005,4.0030003
1961-01-11,12.909,12.183001,6.1930003,3.953
1961-01-12,13.301001,12.6,6.373,4.15
1961-01-13,13.627001,12.946001,6.5230002,4.316
1961-01-14,13.277,12.567,6.3610005,4.13
1961-01-15,12.528001,11.762,6.0160003,3.7470002
1961-01-16,12.652,11.891001,6.0730004,3.8040001
1961-01-17,13.376,12.661,6.406,4.1660004
1961-01-18,13.1310005,12.394001,6.2920003,4.0350003
1961-01-19,13.265,12.533001,6.354,4.098
1961-01-20,12.752001,11.979001,6.117,3.8320003
1961-01-21,13.454,12.726001,6.439,4.183
1961-01-22,13.442,12.707001,6.433,4.171
1961-01-23,13.416,12.675,6.4210005,4.1520004
1961-01-24,13.323001,12.571001,6.3770003,4.098
1961-01-25,13.629001,12.892,6.517,4.249
1961-01-26,13.276001,12.51,6.354,4.0620003
1961-01-27,13.423,12.662001,6.4210005,4.131
1961-01-28,13.911,13.178,6.6450005,4.3770003
1961-01-29,13.677001,12.923,6.537,4.249
1961-01-30,13.282001,12.495001,6.354,4.0420003
1961-01-31,13.573001,12.8,6.4870005,4.184
1961-02-01,13.142,12.335001,6.2890005,3.9600003
1961-02-02,13.43,12.637001,6.42,4.099
1961-02-03,13.424001,12.625001,6.4160004,4.09
1961-02-04,14.064001,13.304001,6.7100005,4.413
1961-02-05,13.594001,12.7960005,6.4930005,4.165
1961-02-06,13.555,12.749001,6.4740005,4.1390004
1961-02-07,14.041,13.262001,6.696,4.3820004
1961-02-08,13.307,12.473001,6.3580003,4.0030003
1961-02-09,13.494,12.668,6.4430003,4.092
1961-02-10,13.376,12.536,6.3880005,4.0270004
1961-02-11,13.611001,12.782001,6.4950004,4.1400003
1961-02-12,13.969001,13.158001,6.6580005,4.316
1961-02-13,13.623001,12.784,6.498,4.135
1961-02-14,14.099001,13.286,6.715,4.373
1961-02-15,13.613001,12.762001,6.491,4.1200004
1961-02-16,14.774001,13.998001,7.0220003,4.7190003
1961-02-17,14.362,13.557001,6.8310003,4.504
1961-02-18,14.306001,13.494,6.8040004,4.4750004
1961-02-19,15.018001,14.251,7.1280003,4.8490005
1961-02-20,14.515,13.713,6.8960004,4.585
1961-02-21,14.81,14.026001,7.0290003,4.7400002
1961-02-22,13.830001,12.9800005,6.5790005,4.2330003
1961-02-23,14.871,14.088,7.0530005,4.775
1961-02-24,15.036,14.261001,7.1270003,4.8640003
1961-02-25,14.530001,13.721001,6.8940005,4.598
1961-02-26,14.352,13.530001,6.8100004,4.5070004
1961-02-27,14.928,14.142,7.0720005,4.8120003
1961-02-28,14.458001,13.64,6.8550005,4.566
1961-03-01,15.0720005,14.294001,7.1330004,4.8970003
1961-03-02,14.828001,14.034,7.0200005,4.7700005
1961-03-03,14.416,13.594001,6.8290005,4.5550003
1961-03-04,14.979001,14.191001,7.084,4.855
1961-03-05,14.574,13.76,6.8980002,4.644
1961-03-06,13.727,12.860001,6.5090003,4.209
1961-03-07,13.995001,13.144001,6.63,4.349
1961-03-08,14.014001,13.163001,6.636,4.362
1961-03-09,14.299001,13.465001,6.7640004,4.513
1961-03-10,13.842001,12.9800005,6.5530005,4.281
1961-03-11,13.901001,13.042001,6.5780005,4.315
1961-03-12,14.115001,13.269001,6.6740003,4.4300003
1961-03-13,13.903001,13.044001,6.5750003,4.3240004
1961-03-14,13.6310005,12.7560005,6.4490004,4.19
1961-03-15,14.158001,13.315001,6.6870003,4.466
1961-03-16,13.823001,12.957001,6.5330005,4.2920003
1961-03-17,13.468,12.579,6.3700004,4.112
1961-03-18,13.863001,12.995001,6.5470004,4.314
1961-03-19,14.244,13.395,6.7190003,4.512
1961-03-20,13.6380005,12.752001,6.4420004,4.2000003
1961-03-21,14.364,13.518001,6.7700005,4.577
1961-03-22,14.036,13.168,6.6190004,4.407
1961-03-23,14.065001,13.1970005,6.63,4.4230003
1961-03-24,13.776001,12.89,6.497,4.275
1961-03-25,13.18,12.259001,6.2250004,3.9750001
1961-03-26,13.374001,12.463,6.3110003,4.0740004
1961-03-27,13.55,12.647,6.3890004,4.1660004
1961-03-28,13.564001,12.660001,6.393,4.175
1961-03-29,14.285001,13.420001,6.7190003,4.551
1961-03-30,13.482,12.571001,6.352,4.138
1961-03-31,13.130001,12.199,6.1910005,3.9630003
1961-04-01,13.288001,12.365001,6.261,4.046
1961-04-02,13.196001,12.267,6.2170005,4.0020003
1961-04-03,12.9800005,12.0390005,6.117,3.897
1961-04-04,13.302001,12.378,6.261,4.0620003
1961-04-05,12.627001,11.667001,5.9540005,3.729
1961-04-06,13.208,12.278001,6.215,4.0220003
1961-04-07,13.166,12.233001,6.1940002,4.005
1961-04-08,13.259001,12.331,6.234,4.056
1961-04-09,13.156001,12.222,6.1860003,4.0080004
1961-04-10,12.983001,12.041,6.1060004,3.9250002
1961-04-11,12.674001,11.716001,5.964,3.775
1961-04-12,12.623,11.662001,5.939,3.7540002
1961-04-13,12.724001,11.769001,5.9830003,3.8090003
1961-04-14,12.978001,12.036,6.096,3.9410002
1961-04-15,12.887001,11.941001,6.0530005,3.9
1961-04-16,12.267,11.292001,5.7700005,3.6000001
1961-04-17,12.242001,11.269001,5.7570004,3.5950003
1961-04-18,11.596001,10.593,5.4630003,3.2900002
1961-04-19,11.569,10.568001,5.4490004,3.2840002
1961-04-20,11.778001,10.7890005,5.5410004,3.3910003
1961-04-21,11.584001,10.589001,5.452,3.305
1961-04-22,11.655001,10.666,5.4820004,3.3470001
1961-04-23,11.865001,10.889001,5.5750003,3.4550002
1961-04-24,11.109,10.1,5.2320004,3.1020002
1961-04-25,10.580001,9.55,4.991,2.864
1961-04-26,10.884001,9.871,5.1270003,3.0110002
1961-04-27,11.0060005,10.002001,5.1800003,3.075
1961-04-28,11.228001,10.236,5.2780004,3.186
1961-04-29,11.478001,10.501,5.3890004,3.3130002
1961-04-30,11.199,10.212001,5.261,3.187
1961-05-01,11.233001,10.251,5.275,3.2110002
1961-05-02,11.106001,10.121,5.216,3.157
1961-05-03,11.282001,10.308001,5.293,3.249
1961-05-04,11.371,10.404,5.3310003,3.2990003
1961-05-05,11.610001,10.657001,5.4370003,3.423
1961-05-06,10.738001,9.749001,5.043,3.012
1961-05-07,10.547001,9.553,4.9550004,2.9290001
1961-05-08,10.973001,10.001,5.1450005,3.137
1961-05-09,10.884001,9.911,5.103,3.1020002
1961-05-10,10.51,9.525001,4.934,2.9320002
1961-05-11,10.033001,9.030001,4.717,2.7180002
1961-05-12,10.146001,9.151,4.767,2.776
1961-05-13,10.342001,9.359,4.854,2.8730001
1961-05-14,10.429001,9.453,4.8910003,2.9210002
1961-05-15,9.704,8.701,4.564,2.5930002
1961-05-16,10.056001,9.069,4.721,2.7580001
1961-05-17,9.820001,8.826,4.6130004,2.6550002
1961-05-18,9.812,8.820001,4.609,2.6560001
1961-05-19,9.441,8.437,4.441,2.4940002
1961-05-20,9.790001,8.802,4.596,2.6550002
1961-05-21,9.724001,8.735001,4.565,2.63
1961-05-22,9.774,8.79,4.5870004,2.657
1961-05-23,9.628,8.64,4.52,2.595
1961-05-24,9.448001,8.454,4.438,2.5170002
1961-05-25,9.347,8.352,4.392,2.476
1961-05-26,9.372001,8.38,4.4020004,2.4910002
1961-05-27,9.347,8.3550005,4.3900003,2.483
1961-05-28,9.4800005,8.496,4.4490004,2.5470002
1961-05-29,9.845,8.876,4.612,2.7180002
1961-05-30,9.0460005,8.049001,4.2530003,2.3600001
1961-05-31,9.173,8.183001,4.309,2.42
1961-06-01,9.257,8.27,4.3450003,2.46
1961-06-02,9.195001,8.209001,4.3170004,2.4350002
1961-06-03,9.356001,8.376,4.388,2.5100002
1961-06-04,9.062,8.073,4.256,2.3820002
1961-06-05,9.045,8.057,4.248,2.377
1961-06-06,8.625,7.623,4.059,2.1950002
1961-06-07,8.501,7.4960003,4.0020003,2.1430001
1961-06-08,8.63,7.6310005,4.0600004,2.2010002
