localidade = Maracanau,", latitude = -3.875",", longitude = -38.625"
data,ief,dvc,dec,ddc
1986-11-06,14.467001,13.778001,6.885,4.7070003
1986-11-07,14.122001,13.413001,6.728,4.5280004
1986-11-08,13.662001,12.926001,6.517,4.2910004
1986-11-09,13.826,13.106001,6.5940003,4.381
1986-11-10,13.761001,13.041,6.5650005,4.352
1986-11-11,13.626,12.901001,6.504,4.2860003
1986-11-12,13.479001,12.748,6.4370003,4.214
1986-11-13,13.475,12.749001,6.4370003,4.216
1986-11-14,13.876,13.182,6.622,4.431
1986-11-15,13.358001,12.632001,6.3840003,4.164
1986-11-16,14.133,13.464001,6.742,4.5740004
1986-11-17,14.262001,13.606001,6.8020005,4.6460004
1986-11-18,14.003,13.332001,6.6840005,4.511
1986-11-19,14.009001,13.341001,6.688,4.518
1986-11-20,14.492001,13.862,6.9110003,4.78
1986-11-21,13.609,12.920001,6.5060005,4.313
1986-11-22,13.301001,12.593,6.3650002,4.155
1986-11-23,12.6310005,11.878,6.057,3.8160002
1986-11-24,13.462001,12.771001,6.4410005,4.2440004
1986-11-25,13.657001,12.982,6.531,4.348
1986-11-26,13.301001,12.603001,6.3680005,4.165
1986-11-27,13.240001,12.541,6.34,4.136
1986-11-28,13.231001,12.534,6.3370004,4.1340003
1986-11-29,13.732,13.073001,6.5680003,4.3980002
1986-11-30,13.161,12.463,6.306,4.102
1986-12-01,13.279,12.592001,6.3610005,4.165
1986-12-02,13.744,13.092001,6.576,4.4100003
1986-12-03,12.911,12.202001,6.1930003,3.979
1986-12-04,13.106001,12.412001,6.2830005,4.0800004
1986-12-05,13.406001,12.736001,6.4220004,4.2380004
1986-12-06,13.633,12.981001,6.5270004,4.3580003
1986-12-07,13.674001,13.026001,6.5470004,4.381
1986-12-08,13.071001,12.3810005,6.2690005,4.0670004
1986-12-09,12.979001,12.284,6.227,4.0210004
1986-12-10,12.758,12.048,6.1260004,3.9090002
1986-12-11,12.874001,12.173,6.1800003,3.969
1986-12-12,12.655001,11.939,6.0790005,3.857
1986-12-13,12.909,12.212001,6.1970005,3.9870002
1986-12-14,12.529,11.805,6.0220003,3.7940001
1986-12-15,12.579,11.859,6.045,3.8190002
1986-12-16,12.931001,12.237,6.2070003,3.999
1986-12-17,12.611001,11.895,6.0600004,3.8370001
1986-12-18,12.816001,12.115001,6.155,3.9420002
1986-12-19,12.908001,12.214001,6.1970005,3.9900002
1986-12-20,13.312,12.649,6.3840003,4.2000003
1986-12-21,12.847001,12.150001,6.169,3.9600003
1986-12-22,13.266001,12.6,6.3630004,4.176
1986-12-23,12.941001,12.250001,6.2120004,4.0080004
1986-12-24,12.709001,12.002001,6.1050005,3.8890002
1986-12-25,13.9470005,13.330001,6.6770005,4.5350003
1986-12-26,13.731001,13.097001,6.577,4.419
1986-12-27,13.368001,12.706,6.4090004,4.2260003
1986-12-28,13.703001,13.066001,6.564,4.4020004
1986-12-29,13.616,12.971001,6.5230002,4.354
1986-12-30,13.396001,12.734,6.4220004,4.2380004
1986-12-31,14.074,13.460001,6.734,4.5950003
1987-01-01,13.335001,12.666,6.393,4.203
1987-01-02,13.5060005,12.847001,6.472,4.2900004
1987-01-03,13.564001,12.908001,6.498,4.3190002
1987-01-04,13.332001,12.657001,6.3910003,4.195
1987-01-05,13.492001,12.827001,6.465,4.276
1987-01-06,13.973001,13.340001,6.6860003,4.5270004
1987-01-07,14.170001,13.549001,6.7760005,4.63
1987-01-08,13.725,13.069,6.571,4.3900003
1987-01-09,14.01,13.372001,6.702,4.538
1987-01-10,13.784,13.127001,6.597,4.414
1987-01-11,13.619,12.9470005,6.5210004,4.3240004
1987-01-12,13.517,12.834001,6.4730005,4.267
1987-01-13,14.043,13.396001,6.715,4.5410004
1987-01-14,13.982,13.327001,6.6860003,4.504
1987-01-15,13.543,12.852,6.4830003,4.269
1987-01-16,13.985001,13.321001,6.6860003,4.4950004
1987-01-17,13.445001,12.738001,6.4370003,4.2070003
1987-01-18,13.454,12.743001,6.4410005,4.2050004
1987-01-19,13.900001,13.216001,6.6460004,4.432
1987-01-20,13.935,13.249001,6.662,4.4440002
1987-01-21,14.025001,13.340001,6.7030005,4.485
1987-01-22,15.055,14.439001,7.176,5.032
1987-01-23,14.761001,14.118001,7.0400004,4.8650002
1987-01-24,14.632001,13.974001,6.9800005,4.788
1987-01-25,15.066001,14.433001,7.1780005,5.0160003
1987-01-26,15.055,14.416,7.1730003,5.0020003
1987-01-27,14.738001,14.071001,7.0270004,4.8230004
1987-01-28,15.351001,14.721001,7.307,5.149
1987-01-29,15.025001,14.366001,7.1570005,4.964
1987-01-30,14.89,14.215001,7.0940003,4.8830004
1987-01-31,15.205001,14.547001,7.2380004,5.0470004
1987-02-01,15.178,14.512001,7.2240005,5.024
1987-02-02,15.184001,14.5130005,7.2260003,5.0200005
1987-02-03,15.606001,14.958001,7.419,5.243
1987-02-04,15.645,14.994,7.4360003,5.2580004
1987-02-05,15.420001,14.747001,7.3310003,5.1260004
1987-02-06,15.77,15.116001,7.491,5.3110003
1987-02-07,15.461,14.779,7.3480005,5.1340003
1987-02-08,15.567,14.886001,7.3960004,5.1850004
1987-02-09,15.337001,14.635,7.2890005,5.0530005
1987-02-10,15.650001,14.963,7.432,5.216
1987-02-11,16.049002,15.383,7.6130004,5.4290004
1987-02-12,15.887001,15.204,7.5380006,5.3320003
1987-02-13,16.25,15.585001,7.7030005,5.5260005
1987-02-14,15.987,15.298,7.5810003,5.373
1987-02-15,16.449001,15.785001,7.7910004,5.623
1987-02-16,16.105001,15.416,7.6320004,5.432
1987-02-17,16.351,15.676001,7.7420006,5.5680003
1987-02-18,16.494001,15.827001,7.806,5.649
1987-02-19,16.507,15.837001,7.8100004,5.656
1987-02-20,16.368,15.687,7.7450004,5.5800004
1987-02-21,16.526001,15.853001,7.8150005,5.669
1987-02-22,16.311,15.621,7.715,5.55
1987-02-23,16.614,15.943001,7.8510003,5.721
1987-02-24,16.675001,16.006,7.8770003,5.7570004
1987-02-25,16.876001,16.218,7.9670005,5.872
1987-02-26,17.007,16.355001,8.024,5.9480004
1987-02-27,17.951,17.359001,8.453,6.498
1987-02-28,16.589,15.905001,7.8290005,5.716
1987-03-01,16.461,15.77,7.7680006,5.6510005
1987-03-02,16.648,15.967001,7.8510003,5.7590003
1987-03-03,16.568,15.8810005,7.813,5.7170005
1987-03-04,16.18,15.466001,7.6330004,5.5030003
1987-03-05,16.251001,15.540001,7.6630006,5.5460005
1987-03-06,16.18,15.463,7.629,5.51
1987-03-07,15.713,14.966001,7.4140005,5.256
1987-03-08,16.092001,15.368001,7.5840006,5.4690003
1987-03-09,16.046001,15.317,7.5610003,5.447
1987-03-10,16.312,15.599001,7.6800003,5.6010003
1987-03-11,15.735001,14.986001,7.4150004,5.2850003
1987-03-12,16.060001,15.331,7.5600004,5.4700003
1987-03-13,16.675001,15.983001,7.8380003,5.821
1987-03-14,15.299001,14.521001,7.209,5.0610003
1987-03-15,15.977001,15.241001,7.5160003,5.44
1987-03-16,16.367,15.651001,7.6910005,5.6580005
1987-03-17,15.984001,15.241001,7.5150003,5.4420004
1987-03-18,16.074001,15.333001,7.5540004,5.492
1987-03-19,15.780001,15.018001,7.418,5.3290005
1987-03-20,15.995001,15.243001,7.5140004,5.4480004
1987-03-21,16.388,15.656001,7.6900005,5.669
1987-03-22,15.550001,14.766001,7.3080006,5.2040005
1987-03-23,15.672001,14.892001,7.3610005,5.2720003
1987-03-24,15.509001,14.717001,7.2850003,5.183
1987-03-25,15.086,14.267001,7.0910006,4.9550004
1987-03-26,15.849001,15.0720005,7.4350004,5.374
1987-03-27,15.028001,14.201,7.0610003,4.927
1987-03-28,15.094001,14.269001,7.089,4.964
1987-03-29,15.399001,14.590001,7.2250004,5.1330004
1987-03-30,15.408001,14.597001,7.227,5.1400003
1987-03-31,14.283001,13.407001,6.715,4.5400004
1987-04-01,14.585001,13.725,6.8500004,4.702
1987-04-02,15.491001,14.68,7.2580004,5.1940002
1987-04-03,15.084001,14.249001,7.0720005,4.9760003
1987-04-04,15.585001,14.777,7.2970004,5.2530003
1987-04-05,14.948001,14.102,7.0060005,4.9090004
1987-04-06,14.992001,14.148001,7.024,4.9370003
1987-04-07,14.650001,13.787001,6.867,4.7570004
1987-04-08,14.453001,13.578001,6.7760005,4.656
1987-04-09,14.722001,13.861001,6.8960004,4.8040004
1987-04-10,14.170001,13.278001,6.6440005,4.5150003
1987-04-11,14.575001,13.704,6.8250003,4.734
1987-04-12,14.792001,13.933001,6.9210005,4.855
1987-04-13,14.145,13.251,6.6270003,4.5160003
1987-04-14,14.276001,13.389001,6.6840005,4.589
1987-04-15,14.377001,13.495001,6.728,4.6480002
1987-04-16,14.528001,13.656001,6.794,4.7380004
1987-04-17,14.466001,13.593,6.7630005,4.715
1987-04-18,14.2560005,13.374001,6.6660004,4.612
1987-04-19,14.276001,13.398001,6.6730003,4.6320004
1987-04-20,13.863001,12.967001,6.484,4.4230003
1987-04-21,13.865001,12.971001,6.4830003,4.434
1987-04-22,13.617001,12.713,6.3690004,4.313
1987-04-23,13.771001,12.877001,6.4360003,4.4030004
1987-04-24,13.373001,12.462001,6.254,4.2050004
1987-04-25,13.399,12.493001,6.2640004,4.228
1987-04-26,13.5390005,12.642,6.3250003,4.3100004
1987-04-27,13.673,12.785001,6.3830004,4.3900003
1987-04-28,13.784,12.904,6.4300003,4.459
1987-04-29,13.736001,12.857,6.4070005,4.4440002
1987-04-30,13.328001,12.432,6.221,4.2380004
1987-05-01,13.641001,12.7630005,6.36,4.414
1987-05-02,13.402,12.515,6.2500005,4.2970004
1987-05-03,13.384001,12.500001,6.2400002,4.2970004
1987-05-04,13.357,12.475,6.2260003,4.293
1987-05-05,13.2960005,12.413001,6.196,4.27
1987-05-06,13.125001,12.238001,6.1180005,4.19
1987-05-07,12.81,11.911,5.9740005,4.0350003
1987-05-08,12.879001,11.986001,6.0030003,4.0800004
1987-05-09,12.318001,11.403001,5.749,3.8000002
1987-05-10,12.491,11.586,5.8250003,3.897
1987-05-11,12.339001,11.43,5.755,3.828
1987-05-12,12.26,11.352,5.7180004,3.7970002
1987-05-13,11.961,11.042001,5.5820003,3.653
1987-05-14,12.395,11.499001,5.775,3.8830001
1987-05-15,12.120001,11.215,5.65,3.7510002
1987-05-16,12.0390005,11.1310005,5.6120005,3.7150002
1987-05-17,11.976001,11.068001,5.5820003,3.6890001
1987-05-18,12.212001,11.316001,5.6870003,3.8160002
1987-05-19,11.815001,10.903001,5.5070004,3.6190002
1987-05-20,11.7560005,10.844001,5.479,3.5950003
1987-05-21,11.945001,11.043,5.563,3.6970003
1987-05-22,12.089001,11.194,5.6260004,3.7760003
1987-05-23,12.191001,11.303,5.6710005,3.8350003
1987-05-24,11.790001,10.886001,5.4890003,3.634
1987-05-25,11.642,10.733001,5.4220004,3.5640001
1987-05-26,11.565001,10.654,5.386,3.5300002
1987-05-27,11.686001,10.782001,5.44,3.5960002
1987-05-28,11.252001,10.332001,5.2440004,3.3820002
1987-05-29,11.374001,10.461,5.2980003,3.4480002
1987-05-30,11.670001,10.77,5.4290004,3.6020002
1987-05-31,11.250001,10.334001,5.2400002,3.394
1987-06-01,11.395,10.486,5.3040004,3.4710002
1987-06-02,11.128,10.21,5.184,3.341
1987-06-03,11.238001,10.325001,5.2320004,3.3990002
1987-06-04,11.019,10.099001,5.1340003,3.2940001
1987-06-05,10.907001,9.983001,5.0820003,3.2410002
1987-06-06,11.098001,10.183001,5.1670003,3.3390002
1987-06-07,10.541,9.606001,4.9170003,3.0690002
1987-06-08,11.071,10.157001,5.1540003,3.3320003
1987-06-09,10.853001,9.932,5.056,3.226
1987-06-10,10.987,10.0720005,5.116,3.295
1987-06-11,10.885,9.967,5.0690002,3.246
1987-06-12,10.497001,9.565001,4.8950005,3.058
1987-06-13,10.406,9.47,4.854,3.016
1987-06-14,10.361,9.424001,4.833,2.996
1987-06-15,10.814,9.895,5.0360003,3.2180002
1987-06-16,10.799001,9.88,5.0290003,3.2120001
1987-06-17,10.677,9.754001,4.9740005,3.154
1987-06-18,10.661,9.739,4.967,3.147
1987-06-19,11.024,10.116,5.129,3.328
1987-06-20,10.568001,9.643001,4.925,3.104
1987-06-21,10.689,9.769,4.979,3.164
1987-06-22,10.327001,9.393001,4.8170004,2.9880002
1987-06-23,10.457001,9.529,4.875,3.052
1987-06-24,10.222,9.285001,4.7700005,2.9380002
1987-06-25,10.372001,9.441,4.8370004,3.0110002
1987-06-26,10.116,9.175,4.722,2.8880002
1987-06-27,10.21,9.273001,4.7650003,2.9320002
1987-06-28,10.064,9.121,4.7000003,2.8620002
1987-06-29,10.200001,9.262,4.761,2.926
1987-06-30,10.366,9.434,4.835,3.005
1987-07-01,10.410001,9.479,4.855,3.025
1987-07-02,10.331,9.397,4.82,2.986
1987-07-03,10.284,9.348001,4.7990003,2.9620001
1987-07-04,10.412001,9.4800005,4.8570004,3.022
1987-07-05,10.563001,9.636001,4.925,3.0930002
1987-07-06,10.362,9.427,4.8360004,2.9940002
1987-07-07,10.275001,9.336,4.7980003,2.95
1987-07-08,10.065001,9.117001,4.704,2.848
1987-07-09,10.102,9.155001,4.721,2.8630002
1987-07-10,10.176001,9.231001,4.755,2.8960001
1987-07-11,10.273001,9.330001,4.7990003,2.9390001
1987-07-12,10.088,9.137,4.717,2.848
1987-07-13,10.497001,9.561001,4.901,3.0410001
1987-07-14,10.044001,9.089001,4.6990004,2.822
1987-07-15,10.114,9.160001,4.7310004,2.8520002
1987-07-16,9.966001,9.005,4.6650004,2.779
1987-07-17,10.011001,9.051001,4.6870003,2.7970002
1987-07-18,10.162001,9.207001,4.755,2.864
1987-07-19,10.325001,9.374001,4.829,2.937
1987-07-20,10.191001,9.233001,4.7700005,2.8700001
1987-07-21,10.489,9.542001,4.905,3.0070002
1987-07-22,10.565001,9.619,4.94,3.039
1987-07-23,10.571,9.623,4.9440002,3.0370002
1987-07-24,10.465,9.511001,4.8980002,2.982
1987-07-25,10.295,9.333,4.822,2.897
1987-07-26,10.469001,9.512,4.9020004,2.9750001
1987-07-27,10.851001,9.907001,5.0740004,3.153
1987-07-28,10.7300005,9.780001,5.0210004,3.0900002
1987-07-29,10.603001,9.646001,4.966,3.0240002
1987-07-30,10.556001,9.595,4.946,2.9970002
1987-07-31,10.46,9.493,4.9040003,2.946
1987-08-01,10.34,9.366,4.852,2.8850002
1987-08-02,10.724001,9.764001,5.025,3.061
1987-08-03,10.694,9.7300005,5.013,3.0410001
1987-08-04,10.7300005,9.767,5.031,3.0530002
1987-08-05,10.632001,9.662001,4.9880004,3.0010002
1987-08-06,10.759001,9.793,5.0470004,3.0560002
1987-08-07,10.557,9.580001,4.958,2.956
1987-08-08,10.917001,9.953,5.1210003,3.1200001
1987-08-09,10.566001,9.585,4.965,2.9490001
1987-08-10,10.674001,9.696,5.0150003,2.9950001
1987-08-11,10.833,9.859,5.0880003,3.0640001
1987-08-12,10.92,9.949,5.129,3.1000001
1987-08-13,10.814,9.836,5.083,3.0440001
1987-08-14,10.657001,9.67,5.013,2.9650002
1987-08-15,10.792001,9.809,5.076,3.0230002
1987-08-16,11.077001,10.1050005,5.2060003,3.1520002
1987-08-17,10.767,9.779,5.0680003,3.0000002
1987-08-18,11.115001,10.141001,5.227,3.1580002
1987-08-19,11.302001,10.334001,5.313,3.242
1987-08-20,11.281,10.31,5.3050003,3.2250001
1987-08-21,11.032001,10.048,5.195,3.1020002
1987-08-22,11.761001,10.809001,5.525,3.446
1987-08-23,11.7890005,10.836,5.5400004,3.453
1987-08-24,11.564,10.599001,5.44,3.338
1987-08-25,11.609,10.645,5.4620004,3.354
1987-08-26,11.778001,10.820001,5.5400004,3.43
1987-08-27,11.424001,10.448001,5.3820004,3.2540002
1987-08-28,11.524,10.551001,5.4290004,3.2970002
1987-08-29,11.466001,10.488001,5.405,3.2630002
1987-08-30,11.652,10.681001,5.491,3.3470001
1987-08-31,12.192,11.247001,5.7370005,3.604
1987-09-01,11.714001,10.744,5.5220003,3.3660002
1987-09-02,11.596001,10.619,5.471,3.305
1987-09-03,12.05,11.094001,5.6780005,3.5180001
1987-09-04,12.015,11.056001,5.664,3.496
1987-09-05,11.968,11.0060005,5.6450005,3.4680002
1987-09-06,12.4470005,11.509001,5.8640003,3.6980002
1987-09-07,12.758,11.836,6.0060005,3.8480003
1987-09-08,12.818001,11.898001,6.0350003,3.8730001
1987-09-09,12.675,11.747001,5.973,3.7960002
1987-09-10,12.490001,11.552001,5.8910003,3.7000003
1987-09-11,12.346001,11.399,5.827,3.6250002
1987-09-12,12.597,11.663,5.9430003,3.7440002
1987-09-13,12.676001,11.747001,5.9810004,3.7790003
1987-09-14,12.641001,11.710001,5.9670005,3.7580001
1987-09-15,12.449,11.507001,5.8820004,3.6590002
1987-09-16,12.684001,11.755,5.9900002,3.7710001
1987-09-17,12.866,11.9470005,6.0750003,3.8580003
1987-09-18,12.791,11.868001,6.0420003,3.8170002
1987-09-19,12.728001,11.801001,6.0160003,3.782
1987-09-20,12.773001,11.849001,6.038,3.801
1987-09-21,12.521001,11.583,5.925,3.673
1987-09-22,12.515,11.577001,5.9240003,3.6680002
1987-09-23,12.609,11.678,5.9690003,3.7110002
1987-09-24,12.667001,11.740001,5.997,3.7370002
1987-09-25,12.334001,11.389001,5.848,3.5720003
1987-09-26,12.177001,11.223001,5.7780004,3.4940002
1987-09-27,12.150001,11.195001,5.767,3.479
1987-09-28,12.243001,11.294001,5.8110003,3.522
1987-09-29,12.305,11.361001,5.841,3.5500002
1987-09-30,13.037001,12.137001,6.1770005,3.9080002
1987-10-01,12.953001,12.05,6.1400003,3.864
1987-10-02,12.597,11.674001,5.9800005,3.6880002
1987-10-03,12.624001,11.704,5.9940004,3.7000003
1987-10-04,13.055,12.162001,6.1910005,3.9110003
1987-10-05,13.3,12.424001,6.3050003,4.033
1987-10-06,13.504001,12.642,6.399,4.136
1987-10-07,13.261001,12.386001,6.2900004,4.012
1987-10-08,13.1710005,12.292001,6.2510004,3.9670002
1987-10-09,13.063001,12.181001,6.2040005,3.913
1987-10-10,12.846001,11.952001,6.1060004,3.805
1987-10-11,12.595,11.688001,5.9930005,3.6810002
1987-10-12,13.395,12.540001,6.36,4.0800004
1987-10-13,13.117001,12.247001,6.234,3.9400003
1987-10-14,13.165001,12.301001,6.2580004,3.9650002
1987-10-15,12.995001,12.122001,6.182,3.88
1987-10-16,13.187,12.330001,6.2710004,3.9780002
1987-10-17,13.283001,12.435,6.3160005,4.0280004
1987-10-18,13.001,12.139001,6.189,3.8890002
1987-10-19,12.657001,11.776001,6.0330005,3.7200003
1987-10-20,12.998,12.143001,6.19,3.8920002
1987-10-21,12.827001,11.964001,6.1130004,3.8090003
1987-10-22,13.015,12.168,6.201,3.9050002
1987-10-23,13.148001,12.314,6.2630005,3.9740002
1987-10-24,13.124001,12.292001,6.2530003,3.9650002
1987-10-25,12.360001,11.482,5.9040003,3.5900002
1987-10-26,12.722001,11.871,6.071,3.7700002
1987-10-27,13.143001,12.323001,6.2650003,3.9830003
1987-10-28,12.704,11.860001,6.065,3.7670002
1987-10-29,12.616,11.769001,6.0260005,3.726
1987-10-30,12.063001,11.185,5.774,3.4600003
1987-10-31,12.568001,11.726001,6.0060005,3.709
1987-11-01,12.505001,11.6640005,5.979,3.6820002
1987-11-02,12.553,11.718,6.0020003,3.7080002
1987-11-03,12.766001,11.950001,6.1000004,3.818
1987-11-04,12.373,11.535001,5.9210005,3.627
1987-11-05,12.309001,11.471001,5.893,3.5990002
1987-11-06,12.626,11.813001,6.0390005,3.759
1987-11-07,12.4470005,11.626,5.958,3.6740003
1987-11-08,12.314,11.489,5.8980002,3.6130002
1987-11-09,12.588,11.785001,6.025,3.752
1987-11-10,12.690001,11.898001,6.0730004,3.8060002
1987-11-11,12.247001,11.429001,5.8700004,3.591
1987-11-12,11.657001,10.803,5.5990005,3.3090003
1987-11-13,11.812,10.973001,5.6720004,3.387
1987-11-14,11.817,10.982,5.675,3.394
1987-11-15,12.203001,11.398001,5.853,3.5850003
1987-11-16,12.314,11.52,5.905,3.6420002
1987-11-17,12.040001,11.2300005,5.78,3.5100002
1987-11-18,12.231001,11.437,5.8680005,3.6060002
1987-11-19,12.009001,11.203,5.767,3.5000002
1987-11-20,12.231001,11.443001,5.8700004,3.611
1987-11-21,12.245001,11.461,5.8770003,3.6200001
1987-11-22,12.376,11.603001,5.938,3.6870003
1987-11-23,12.710001,11.964001,6.0930004,3.857
1987-11-24,12.307,11.536,5.9080005,3.6580002
1987-11-25,12.324,11.556001,5.9170003,3.6690001
1987-11-26,12.253,11.483001,5.885,3.6360002
1987-11-27,11.607,10.794001,5.5870004,3.3230002
1987-11-28,11.969001,11.184001,5.755,3.5000002
1987-11-29,12.343,11.586,5.9280005,3.686
1987-11-30,12.392,11.641001,5.951,3.713
1987-12-01,12.534,11.795001,6.018,3.7860003
1987-12-02,12.319,11.566001,5.919,3.68
1987-12-03,12.475,11.735001,5.991,3.759
1987-12-04,12.258,11.505,5.892,3.653
1987-12-05,12.272,11.522,5.899,3.6610003
1987-12-06,11.882001,11.106001,5.7200003,3.4700003
1987-12-07,12.271001,11.523001,5.899,3.663
1987-12-08,12.309001,11.565001,5.9170003,3.6820002
1987-12-09,12.460001,11.728001,5.9880004,3.759
1987-12-10,12.142,11.389001,5.841,3.601
1987-12-11,12.128,11.374001,5.8350005,3.594
1987-12-12,12.087001,11.330001,5.8160005,3.5740001
1987-12-13,12.502001,11.776001,6.0090003,3.782
1987-12-14,12.330001,11.592001,5.9290004,3.6950002
1987-12-15,12.682,11.97,6.0920005,3.8720002
1987-12-16,12.384001,11.651001,5.9550004,3.7230003
1987-12-17,12.371,11.6380005,5.9490004,3.7180002
1987-12-18,12.565001,11.846001,6.038,3.8160002
1987-12-19,12.925,12.234,6.2050004,4.0
1987-12-20,12.47,11.746,5.9950004,3.7690003
1987-12-21,12.650001,11.939,6.078,3.8600001
1987-12-22,12.775001,12.074,6.136,3.9240003
1987-12-23,12.598001,11.884001,6.0540004,3.834
1987-12-24,12.938001,12.248,6.2110004,4.007
1987-12-25,13.311001,12.647,6.3830004,4.1990004
1987-12-26,13.134001,12.457001,6.3020005,4.1070004
1987-12-27,12.791,12.088,6.143,3.9290001
1987-12-28,12.609,11.892,6.0590005,3.8360002
1987-12-29,12.988001,12.298,6.234,4.0280004
1987-12-30,12.809001,12.1050005,6.1510005,3.9350002
1987-12-31,12.585001,11.863001,6.0470004,3.8200002
1988-01-01,12.479001,11.748,5.998,3.765
1988-01-02,12.379001,11.639001,5.952,3.713
1988-01-03,12.8220005,12.112,6.156,3.9340003
1988-01-04,12.732,12.014001,6.1140003,3.887
1988-01-05,12.740001,12.021001,6.1180005,3.8890002
1988-01-06,12.117001,11.351001,5.8300004,3.5750003
1988-01-07,12.215,11.454,5.8750005,3.6210003
1988-01-08,12.385,11.633,5.953,3.7020001
1988-01-09,12.785001,12.059001,6.137,3.9010003
1988-01-10,13.078001,12.370001,6.2710004,4.0470004
1988-01-11,13.093,12.384001,6.2780004,4.052
1988-01-12,12.906,12.18,6.1910005,3.953
1988-01-13,13.133,12.420001,6.295,4.065
1988-01-14,12.933001,12.204,6.203,3.9600003
1988-01-15,12.691001,11.940001,6.091,3.834
1988-01-16,13.202001,12.483001,6.326,4.0880003
1988-01-17,12.948001,12.207001,6.208,3.953
1988-01-18,13.014001,12.273001,6.2390003,3.9810002
1988-01-19,13.198001,12.465,6.3230004,4.0680003
1988-01-20,12.979001,12.225,6.221,3.9510002
1988-01-21,12.870001,12.104001,6.1710005,3.8910003
1988-01-22,12.955001,12.190001,6.209,3.9280002
1988-01-23,13.05,12.287001,6.2530003,3.9700003
1988-01-24,13.3880005,12.643001,6.4070005,4.135
1988-01-25,13.693001,12.964001,6.5470004,4.2860003
1988-01-26,12.818001,12.023001,6.144,3.8350003
1988-01-27,13.052001,12.268001,6.2510004,3.9470003
1988-01-28,13.3880005,12.621,6.405,4.11
1988-01-29,13.732,12.984,6.563,4.281
1988-01-30,14.146001,13.4210005,6.7520003,4.4890003
1988-01-31,13.407001,12.626,6.412,4.1010003
1988-02-01,13.556001,12.779,6.479,4.171
1988-02-02,13.43,12.639001,6.4210005,4.1010003
1988-02-03,13.776001,13.003,6.5790005,4.2710004
1988-02-04,13.479001,12.68,6.4420004,4.1130004
1988-02-05,13.834001,13.054001,6.604,4.288
1988-02-06,14.233001,13.474001,6.7860003,4.4880004
1988-02-07,14.075001,13.299001,6.7120004,4.399
1988-02-08,14.080001,13.3,6.714,4.3960004
1988-02-09,13.883,13.083,6.622,4.288
1988-02-10,13.741001,12.926001,6.556,4.21
1988-02-11,14.032001,13.231001,6.689,4.353
1988-02-12,14.308001,13.519001,6.814,4.4890003
1988-02-13,14.042001,13.2300005,6.6910005,4.346
1988-02-14,13.959001,13.136001,6.6520004,4.2980003
1988-02-15,14.441001,13.644001,6.872,4.5410004
1988-02-16,14.51,13.716001,6.9020004,4.577
1988-02-17,14.298,13.488001,6.8030005,4.467
1988-02-18,13.965001,13.1310005,6.649,4.296
1988-02-19,14.3880005,13.580001,6.8410006,4.5150003
1988-02-20,14.526001,13.724001,6.9020004,4.5870004
1988-02-21,14.755001,13.967001,7.005,4.708
1988-02-22,14.777,13.988001,7.0130005,4.7200003
1988-02-23,14.68,13.883,6.9670005,4.67
1988-02-24,14.704,13.906001,6.9760003,4.684
1988-02-25,14.1380005,13.303,6.7160006,4.3910003
1988-02-26,14.782001,13.986001,7.0080004,4.728
1988-02-27,14.998001,14.215001,7.1050005,4.8440003
1988-02-28,15.010001,14.226001,7.1080003,4.853
1988-02-29,15.090001,14.309001,7.143,4.8980002
1988-03-01,15.035001,14.250001,7.116,4.8710003
1988-03-02,15.218,14.443001,7.1970005,4.972
1988-03-03,14.868001,14.070001,7.0360003,4.787
1988-03-04,14.944,14.150001,7.0680003,4.8310003
1988-03-05,15.141001,14.358001,7.156,4.939
1988-03-06,14.625001,13.809001,6.918,4.668
1988-03-07,14.427001,13.598001,6.826,4.5680003
1988-03-08,15.127001,14.341001,7.143,4.9430003
1988-03-09,15.040001,14.248001,7.1010003,4.9
1988-03-10,14.682001,13.867001,6.9360003,4.7130003
1988-03-11,14.559001,13.736001,6.8780003,4.6530004
1988-03-12,14.526001,13.701,6.86,4.6400003
1988-03-13,14.536,13.711,6.8630004,4.65
1988-03-14,14.728001,13.915001,6.9480004,4.7570004
1988-03-15,14.272,13.431001,6.7380004,4.5210004
1988-03-16,14.461,13.629001,6.8230004,4.6200004
1988-03-17,14.411,13.573001,6.7980003,4.5940003
1988-03-18,14.744,13.923,6.9480004,4.7700005
1988-03-19,14.125001,13.265,6.6640005,4.4440002
1988-03-20,14.1710005,13.311001,6.6840005,4.4690003
1988-03-21,14.27,13.413001,6.727,4.5210004
1988-03-22,14.090001,13.22,6.643,4.428
1988-03-23,13.883,12.999001,6.5470004,4.322
1988-03-24,14.145,13.275001,6.6640005,4.459
1988-03-25,14.435,13.579,6.794,4.612
1988-03-26,14.247001,13.379001,6.7070003,4.5160003
1988-03-27,14.477,13.620001,6.8090005,4.638
1988-03-28,13.987,13.101001,6.5850005,4.3840003
1988-03-29,14.554001,13.6970005,6.84,4.683
1988-03-30,14.805,13.961,6.952,4.8190002
1988-03-31,14.080001,13.194,6.622,4.439
1988-04-01,13.912001,13.015,6.543,4.355
1988-04-02,14.257001,13.379001,6.6980004,4.538
1988-04-03,14.315001,13.438001,6.722,4.571
1988-04-04,14.018001,13.124001,6.5860004,4.419
1988-04-05,14.531001,13.6640005,6.8160005,4.6920004
1988-04-06,13.693001,12.780001,6.4350004,4.2580004
1988-04-07,13.917001,13.015,6.5340004,4.3770003
